junction_id,hour,avg_speed_kmh,speed_std_dev,vehicle_count,pedestrian_count,signal_phase,cctv_quality,pothole_detected,wrong_way_driving,near_miss_event
JN-0500,2,65.6,14.88,142,26,Off,HD,0,0,0
JN-0446,2,20.7,9.88,80,7,Red,Blurry,1,0,0
JN-0453,2,41.3,10.61,89,36,Off,HD,1,0,0
JN-0491,2,42.4,3.1,129,28,Red,Blurry,1,0,1
JN-0004,2,67.5,11.03,77,44,Green,Offline,0,0,0
JN-0135,2,35.3,11.37,107,47,Green,HD,0,0,0
JN-0251,2,40.1,14.1,168,50,Green,Blurry,0,0,0
JN-0059,2,58.7,14.82,170,10,Green,SD,0,1,0
JN-0051,2,54.3,13.94,57,27,Red,Offline,0,0,0
JN-0172,2,56.7,10.11,137,26,Red,HD,0,0,0
JN-0385,2,5.0,14.03,151,34,Red,HD,1,0,0
JN-0136,2,34.5,10.1,174,40,Red,HD,0,0,0
JN-0343,2,48.2,6.06,76,23,Green,SD,0,0,0
JN-0020,2,34.6,20.08,128,3,Yellow,SD,1,0,0
JN-0203,2,28.1,9.02,97,43,Red,HD,0,0,1
JN-0395,2,27.3,11.23,175,33,Red,Blurry,0,0,1
JN-0431,2,15.2,7.57,18,37,Red,HD,0,0,0
JN-0408,2,26.0,17.33,79,40,Green,HD,1,0,0
JN-0057,2,58.0,7.51,98,42,Yellow,HD,0,0,0
JN-0069,2,39.4,15.52,12,50,Off,SD,0,0,0
JN-0340,2,53.3,12.94,159,22,Green,Blurry,0,0,0
JN-0078,2,39.1,19.64,51,41,Yellow,SD,1,0,0
JN-0192,2,40.1,14.23,162,1,Green,SD,0,0,0
JN-0012,2,24.5,16.64,134,49,Red,Blurry,0,0,0
JN-0130,2,64.0,14.84,113,45,Red,SD,0,0,0
JN-0447,2,57.7,10.53,137,48,Green,HD,0,1,0
JN-0316,2,55.8,11.62,140,46,Red,Blurry,0,0,0
JN-0356,2,35.4,5.7,80,21,Red,Blurry,0,0,0
JN-0103,2,33.7,9.01,166,27,Green,HD,0,0,0
JN-0464,2,44.9,9.87,99,43,Green,HD,0,0,0
JN-0236,2,47.7,6.24,150,48,Green,Offline,0,0,0
JN-0452,2,23.8,15.86,124,5,Red,HD,0,0,0
JN-0087,2,24.0,7.78,96,9,Green,SD,0,0,0
JN-0284,2,37.9,9.54,13,22,Green,HD,0,0,0
JN-0470,2,50.2,5.34,26,3,Red,HD,0,0,0
JN-0311,2,25.3,11.72,11,29,Green,Blurry,1,0,0
JN-0481,2,17.7,1.21,174,32,Red,SD,0,0,0
JN-0121,2,47.0,7.28,88,17,Green,SD,0,0,0
JN-0390,2,33.8,16.98,176,2,Green,HD,0,0,0
JN-0446,2,30.1,5.29,32,1,Yellow,SD,0,0,0
JN-0096,2,28.5,18.4,98,20,Red,SD,1,0,0
JN-0163,2,50.1,13.16,49,12,Green,HD,0,0,0
JN-0187,2,28.3,13.55,49,3,Green,Blurry,0,0,0
JN-0213,2,40.7,20.22,18,40,Green,SD,0,0,1
JN-0317,2,34.5,17.5,130,11,Red,Blurry,0,0,0
JN-0439,2,18.1,4.0,67,46,Red,Blurry,1,0,0
JN-0049,2,39.0,3.18,106,4,Green,HD,0,0,0
JN-0302,2,66.7,8.38,84,18,Green,HD,0,0,0
JN-0447,2,34.3,9.51,57,38,Red,SD,0,0,0
JN-0438,2,44.7,12.72,135,33,Green,SD,0,0,0
JN-0276,2,48.1,10.99,131,45,Red,HD,0,0,0
JN-0228,2,34.7,12.01,69,5,Green,SD,0,0,0
JN-0221,2,28.0,5.52,133,39,Yellow,Blurry,0,0,0
JN-0301,2,20.1,5.75,45,6,Green,HD,0,0,0
JN-0169,2,35.6,11.22,58,28,Green,Blurry,0,0,0
JN-0170,2,10.4,10.75,35,23,Red,HD,1,0,0
JN-0492,2,36.1,6.85,10,44,Yellow,HD,1,0,0
JN-0258,2,60.5,18.75,72,26,Red,SD,0,1,0
JN-0029,2,27.9,6.26,85,41,Green,HD,0,0,0
JN-0279,2,14.6,9.21,120,41,Red,Blurry,0,0,0
JN-0316,2,66.2,9.75,129,36,Red,Blurry,0,0,0
JN-0049,2,35.9,12.26,21,21,Red,HD,1,0,0
JN-0110,2,27.6,5.83,13,11,Red,HD,0,0,1
JN-0378,2,13.9,8.2,96,10,Red,SD,0,0,0
JN-0003,2,29.8,17.78,104,20,Red,HD,0,0,0
JN-0362,2,30.9,12.48,74,17,Green,HD,0,0,0
JN-0397,2,28.4,2.54,34,34,Red,HD,0,0,0
JN-0429,2,42.2,15.31,167,28,Off,HD,1,0,0
JN-0177,2,32.5,10.55,24,19,Red,SD,0,0,0
JN-0335,3,55.0,5.61,67,44,Green,Blurry,0,0,0
JN-0450,3,32.8,7.09,100,39,Green,Offline,0,0,0
JN-0196,3,55.9,12.56,177,20,Green,Blurry,0,0,0
JN-0092,3,28.0,13.72,135,47,Green,Blurry,0,0,0
JN-0004,3,38.1,16.44,61,30,Green,SD,0,0,0
JN-0251,3,40.0,12.81,162,36,Green,SD,0,0,0
JN-0012,3,71.0,11.38,39,47,Green,Offline,0,0,0
JN-0135,3,51.5,20.23,87,28,Red,HD,0,0,1
JN-0361,3,56.3,13.73,156,26,Red,SD,0,0,0
JN-0486,3,18.2,7.47,171,41,Off,HD,0,0,0
JN-0426,3,7.0,11.01,108,20,Green,HD,0,0,0
JN-0293,3,56.6,8.45,143,18,Yellow,HD,0,0,0
JN-0175,3,31.2,10.88,65,8,Green,HD,0,0,0
JN-0492,3,48.1,10.3,111,18,Green,HD,1,0,0
JN-0424,3,41.4,8.53,106,48,Green,SD,0,0,0
JN-0457,3,43.6,7.29,160,42,Green,Blurry,0,0,0
JN-0346,3,31.8,22.2,132,37,Red,Offline,0,0,0
JN-0397,3,63.6,5.2,177,4,Green,HD,0,0,0
JN-0211,3,13.6,18.27,164,15,Green,Blurry,0,0,0
JN-0299,3,60.2,4.52,124,2,Green,Offline,0,0,0
JN-0117,3,32.2,18.56,161,32,Green,Blurry,0,0,0
JN-0382,3,48.3,8.79,79,37,Red,SD,0,0,0
JN-0375,3,26.5,8.08,173,30,Red,HD,1,0,0
JN-0099,3,46.2,8.19,151,13,Red,HD,0,0,1
JN-0356,3,51.9,11.05,142,39,Red,Offline,1,0,0
JN-0235,3,23.5,22.05,142,7,Yellow,Blurry,0,0,0
JN-0339,3,24.2,14.93,160,33,Red,Offline,1,0,0
JN-0144,3,52.2,16.07,156,19,Red,Blurry,0,0,0
JN-0021,3,41.1,12.12,109,3,Red,SD,0,0,0
JN-0298,3,33.3,16.1,169,28,Red,HD,0,0,0
JN-0122,3,34.0,12.01,11,25,Green,HD,0,0,0
JN-0423,3,19.4,12.19,149,0,Red,HD,1,0,0
JN-0271,3,45.0,10.89,77,26,Green,HD,0,0,0
JN-0350,3,39.1,14.9,107,49,Green,HD,0,0,0
JN-0036,3,41.0,23.84,48,45,Red,HD,0,0,0
JN-0325,3,37.4,17.77,76,36,Red,HD,0,1,0
JN-0470,3,29.2,5.24,109,46,Green,HD,1,0,0
JN-0165,3,36.5,9.23,29,7,Green,Blurry,0,0,1
JN-0043,3,35.8,4.07,174,45,Green,HD,1,1,0
JN-0262,3,50.4,16.18,52,22,Red,HD,0,0,0
JN-0207,3,49.1,0.67,107,18,Red,HD,0,0,0
JN-0027,3,36.7,7.78,103,45,Green,SD,0,0,0
JN-0007,3,20.1,19.5,44,22,Green,SD,0,0,0
JN-0021,3,63.8,15.92,85,18,Off,HD,1,0,0
JN-0123,3,13.1,9.18,60,50,Red,HD,0,0,0
JN-0486,3,26.1,14.42,46,32,Red,Blurry,0,0,1
JN-0251,3,30.2,10.26,43,34,Green,SD,0,0,0
JN-0451,3,44.4,21.72,155,25,Red,SD,0,0,0
JN-0457,3,39.4,11.67,96,0,Red,HD,0,0,0
JN-0139,3,56.8,9.77,103,10,Red,SD,0,0,0
JN-0368,3,23.4,21.3,143,20,Red,SD,0,0,1
JN-0043,3,50.7,12.14,157,43,Red,SD,0,0,0
JN-0033,3,26.4,10.92,68,23,Green,Offline,0,0,0
JN-0500,3,28.8,4.8,152,2,Green,SD,0,0,1
JN-0261,3,41.1,12.03,94,43,Yellow,Offline,0,0,0
JN-0470,3,50.4,13.19,23,7,Red,SD,0,0,0
JN-0002,3,24.8,11.82,111,24,Yellow,HD,0,0,0
JN-0373,3,43.2,8.07,29,26,Red,Blurry,1,1,0
JN-0452,3,40.0,5.14,77,16,Red,HD,0,0,1
JN-0397,3,39.4,14.27,40,45,Green,SD,0,0,0
JN-0154,3,33.6,19.02,38,9,Red,Blurry,0,0,0
JN-0291,3,41.0,15.45,145,9,Red,HD,0,0,0
JN-0349,3,36.3,15.22,8,48,Yellow,HD,0,0,0
JN-0116,3,31.0,19.17,139,32,Yellow,HD,0,0,0
JN-0123,3,29.1,13.76,83,43,Green,HD,1,0,1
JN-0238,3,19.4,3.43,6,32,Off,HD,1,0,0
JN-0442,3,44.3,10.73,84,16,Red,Blurry,0,0,0
JN-0104,3,18.1,8.73,179,26,Green,HD,0,1,0
JN-0032,3,42.5,17.64,167,37,Red,HD,0,0,0
JN-0374,3,54.5,10.51,142,15,Off,SD,0,0,0
JN-0047,3,24.6,13.82,83,22,Green,HD,0,0,0
JN-0228,3,47.3,12.34,92,31,Red,SD,1,0,0
JN-0399,3,21.5,12.36,108,11,Red,SD,0,0,0
JN-0488,3,47.7,25.28,126,12,Green,HD,0,0,0
JN-0116,3,59.5,8.21,46,25,Green,HD,0,0,0
JN-0488,3,34.2,4.64,35,19,Green,SD,0,0,1
JN-0320,3,55.1,6.03,4,10,Green,SD,1,0,1
JN-0172,3,65.9,6.38,34,4,Yellow,HD,0,0,0
JN-0133,3,63.6,9.56,37,12,Red,HD,0,0,1
JN-0336,3,38.0,5.8,103,27,Green,HD,0,0,0
JN-0072,3,57.3,9.31,61,12,Red,Blurry,0,0,0
JN-0352,3,57.0,12.21,107,50,Green,Blurry,0,0,0
JN-0188,3,59.9,3.24,158,50,Green,HD,0,1,0
JN-0290,3,20.1,15.04,162,26,Green,SD,0,0,0
JN-0389,3,39.0,11.97,107,28,Yellow,HD,0,0,0
JN-0359,3,5.0,22.35,68,3,Red,SD,0,0,0
JN-0209,3,22.5,15.48,130,21,Green,HD,0,0,0
JN-0308,3,40.1,9.95,99,40,Green,Offline,0,0,0
JN-0469,3,36.1,7.04,28,6,Red,SD,0,0,0
JN-0306,3,16.0,8.51,22,45,Off,HD,1,0,0
JN-0235,3,29.4,16.48,131,20,Green,Blurry,0,0,0
JN-0253,3,35.6,13.32,53,43,Off,SD,0,0,0
JN-0484,3,28.6,17.76,97,21,Green,Blurry,0,0,1
JN-0077,3,41.1,12.27,34,28,Red,Blurry,0,0,1
JN-0416,3,57.4,15.03,71,16,Green,SD,0,1,0
JN-0210,3,34.0,8.99,41,17,Red,HD,0,0,0
JN-0395,3,39.8,11.57,6,42,Red,HD,0,0,1
JN-0473,3,62.2,9.49,177,44,Red,HD,0,0,0
JN-0063,3,42.4,14.82,15,45,Red,HD,1,0,0
JN-0210,3,19.6,11.8,73,40,Red,Blurry,0,1,0
JN-0044,3,69.3,6.55,46,12,Green,HD,0,0,0
JN-0323,3,31.8,14.14,166,10,Red,HD,1,0,0
JN-0087,3,37.6,14.57,126,44,Green,HD,0,0,0
JN-0011,3,38.7,12.23,123,17,Green,HD,1,0,0
JN-0197,3,38.3,16.81,101,24,Yellow,HD,0,0,0
JN-0288,3,34.1,16.55,4,1,Red,HD,0,0,0
JN-0081,3,49.1,15.24,93,4,Off,SD,0,0,0
JN-0280,3,17.0,9.41,58,22,Red,HD,0,0,0
JN-0019,3,45.7,13.04,92,34,Red,HD,1,0,0
JN-0111,3,46.1,1.27,12,26,Green,HD,1,0,0
JN-0255,3,41.2,13.01,166,50,Red,SD,0,0,0
JN-0350,3,35.4,13.55,77,5,Red,HD,0,0,0
JN-0433,3,47.2,1.36,6,41,Red,Blurry,0,0,0
JN-0385,3,55.4,14.83,88,14,Yellow,HD,0,0,0
JN-0181,3,40.1,8.02,69,35,Yellow,HD,0,0,0
JN-0162,3,38.9,9.04,165,22,Yellow,HD,0,0,0
JN-0112,3,32.4,17.78,103,50,Red,HD,0,0,0
JN-0203,3,29.8,9.14,41,15,Green,SD,1,0,0
JN-0088,3,46.0,2.54,164,3,Green,HD,1,0,0
JN-0234,3,19.2,2.68,44,7,Red,Blurry,0,0,0
JN-0148,4,42.7,6.62,59,35,Green,Offline,0,0,0
JN-0239,4,48.0,10.14,118,34,Yellow,SD,0,0,0
JN-0212,4,33.2,10.25,48,12,Red,SD,0,0,0
JN-0218,4,38.5,3.59,61,21,Red,HD,0,1,0
JN-0412,4,34.5,14.93,112,28,Green,SD,0,0,0
JN-0074,4,56.5,20.69,34,30,Yellow,Blurry,0,0,0
JN-0322,4,44.5,5.25,90,1,Green,SD,0,0,0
JN-0433,4,20.9,22.0,129,15,Green,SD,0,0,0
JN-0476,4,51.4,9.89,33,21,Green,SD,0,0,0
JN-0448,4,38.5,7.53,74,9,Yellow,HD,0,0,0
JN-0131,4,47.1,6.31,146,28,Green,HD,0,0,0
JN-0024,4,37.5,1.03,105,21,Green,Blurry,0,0,1
JN-0219,4,33.0,14.24,90,45,Green,HD,0,0,1
JN-0320,4,34.3,11.2,170,12,Red,Blurry,0,0,0
JN-0358,4,55.9,13.48,160,3,Yellow,HD,0,0,0
JN-0167,4,54.5,10.05,32,12,Off,Blurry,0,0,0
JN-0285,4,50.9,16.97,126,39,Red,SD,0,0,0
JN-0116,4,42.2,6.29,89,37,Off,Blurry,0,0,0
JN-0062,4,17.7,7.22,39,39,Red,HD,0,0,0
JN-0149,4,23.8,12.9,35,2,Green,Blurry,0,0,0
JN-0079,4,45.2,15.13,112,42,Yellow,SD,0,0,0
JN-0134,4,33.6,14.62,170,42,Green,HD,0,0,0
JN-0261,4,41.9,8.86,51,48,Green,SD,0,0,1
JN-0137,4,52.5,15.67,26,0,Red,HD,0,0,0
JN-0119,4,31.6,18.41,120,48,Red,Blurry,0,0,0
JN-0360,4,33.5,9.98,21,22,Red,HD,0,0,0
JN-0049,4,21.2,18.87,9,38,Green,Blurry,0,0,0
JN-0112,4,36.7,18.5,120,46,Off,SD,0,0,0
JN-0407,4,44.7,12.24,15,26,Red,HD,0,0,0
JN-0087,4,40.8,11.03,12,47,Green,HD,0,0,0
JN-0015,4,33.1,7.5,171,18,Red,HD,0,0,0
JN-0490,4,9.6,20.99,143,32,Green,Blurry,0,0,0
JN-0108,4,35.6,9.92,83,24,Red,Offline,0,0,1
JN-0349,4,19.6,11.25,82,9,Red,SD,0,0,0
JN-0113,4,54.9,6.55,135,27,Red,HD,0,0,1
JN-0498,4,50.2,11.89,30,33,Red,SD,1,0,1
JN-0157,4,44.6,16.11,162,38,Red,HD,0,0,0
JN-0320,4,28.6,13.34,15,9,Red,Blurry,1,0,0
JN-0410,4,34.1,21.9,90,34,Green,Blurry,1,0,0
JN-0149,4,63.4,16.63,158,11,Off,SD,0,0,0
JN-0013,4,40.4,10.99,81,41,Green,Offline,1,1,0
JN-0420,4,37.7,18.74,98,26,Yellow,HD,1,0,0
JN-0046,4,40.5,15.76,37,3,Green,Blurry,0,0,0
JN-0171,4,38.2,11.14,111,12,Green,HD,0,0,1
JN-0111,4,46.4,9.37,173,41,Red,HD,1,0,0
JN-0419,4,32.4,12.56,50,29,Green,SD,0,0,0
JN-0252,4,51.3,14.42,66,30,Red,HD,0,0,1
JN-0206,4,15.8,12.89,157,17,Red,HD,0,0,0
JN-0221,4,18.4,7.15,141,2,Green,SD,0,0,0
JN-0205,4,51.0,18.19,143,38,Green,SD,0,0,1
JN-0487,4,49.5,15.25,123,49,Green,Blurry,0,0,0
JN-0498,4,26.0,2.22,149,27,Red,Blurry,1,0,0
JN-0077,4,9.2,9.81,167,41,Red,SD,1,0,0
JN-0168,4,50.6,13.74,102,35,Green,HD,0,0,0
JN-0167,4,54.9,14.1,106,48,Red,HD,0,0,0
JN-0231,4,61.9,17.29,157,22,Red,HD,0,0,0
JN-0136,4,30.6,5.18,135,19,Green,SD,0,0,0
JN-0423,4,73.2,19.98,164,26,Red,Blurry,0,0,0
JN-0060,4,43.7,13.15,62,40,Green,HD,0,0,0
JN-0193,4,54.2,15.11,131,17,Green,HD,0,0,0
JN-0473,4,27.0,8.94,50,2,Green,HD,1,0,0
JN-0059,4,54.0,2.2,2,47,Green,HD,0,0,0
JN-0167,4,56.3,14.22,123,5,Yellow,HD,0,0,0
JN-0391,4,10.2,11.36,26,28,Red,SD,0,0,0
JN-0267,4,65.6,17.85,70,2,Red,SD,0,0,0
JN-0417,4,55.5,6.42,131,17,Red,SD,0,0,0
JN-0439,4,14.4,4.47,150,1,Red,HD,0,1,0
JN-0048,4,49.1,14.59,71,13,Red,HD,0,0,1
JN-0386,4,36.8,12.34,36,20,Off,SD,1,0,0
JN-0320,4,47.7,6.72,19,39,Green,HD,0,0,1
JN-0260,4,28.4,15.67,31,3,Red,Blurry,0,0,0
JN-0386,4,40.0,14.7,73,28,Green,HD,0,1,0
JN-0362,4,38.9,15.59,118,46,Red,SD,0,0,0
JN-0222,4,36.2,10.3,97,39,Red,SD,0,0,0
JN-0273,4,35.6,9.18,39,39,Green,SD,1,0,0
JN-0032,4,30.2,17.37,66,15,Green,HD,0,0,0
JN-0175,4,12.0,1.0,82,11,Green,HD,1,0,0
JN-0384,4,20.1,6.43,87,22,Green,SD,0,0,0
JN-0293,4,20.0,16.33,75,0,Red,SD,0,0,1
JN-0250,4,32.3,13.97,22,6,Red,Blurry,0,1,0
JN-0420,4,45.0,9.94,78,11,Green,SD,0,0,0
JN-0296,4,48.3,14.53,163,30,Yellow,Offline,0,0,0
JN-0372,4,34.1,15.14,90,45,Green,SD,0,0,0
JN-0204,4,28.5,5.18,157,23,Red,HD,0,0,0
JN-0272,4,21.2,12.64,33,16,Green,HD,0,0,0
JN-0419,4,61.8,15.55,32,49,Green,Blurry,1,0,1
JN-0173,4,47.2,5.34,58,5,Red,SD,0,0,0
JN-0427,4,19.8,15.95,58,47,Green,SD,0,0,0
JN-0323,4,48.8,14.92,132,49,Green,HD,0,0,0
JN-0165,4,18.0,13.56,67,27,Red,SD,0,0,0
JN-0026,4,47.1,6.09,123,2,Green,HD,1,1,1
JN-0136,4,34.6,13.27,130,11,Green,HD,0,0,0
JN-0424,4,52.2,14.75,34,29,Off,HD,0,0,0
JN-0251,4,57.4,8.73,58,31,Red,HD,0,0,0
JN-0079,4,28.7,9.35,97,29,Green,SD,0,0,0
JN-0413,4,26.7,8.58,128,16,Red,HD,0,0,0
JN-0246,4,37.1,12.3,119,42,Red,HD,0,0,0
JN-0270,4,27.4,5.95,103,13,Red,HD,0,0,0
JN-0056,4,33.8,11.51,121,31,Green,SD,0,0,0
JN-0490,4,40.6,15.47,115,16,Green,Blurry,0,0,0
JN-0496,4,26.4,15.9,158,20,Red,Blurry,1,0,0
JN-0068,4,44.4,17.89,2,38,Green,SD,0,0,0
JN-0468,4,41.5,17.4,98,39,Yellow,HD,0,0,0
JN-0075,4,41.9,18.55,63,35,Red,SD,1,0,0
JN-0220,4,22.8,1.94,98,48,Green,HD,0,0,0
JN-0280,4,33.8,22.6,133,50,Green,HD,0,0,0
JN-0289,4,42.4,13.4,57,32,Red,SD,0,0,1
JN-0138,4,40.7,9.5,143,44,Green,HD,0,0,0
JN-0134,4,58.8,13.85,14,33,Red,SD,0,0,1
JN-0031,4,73.9,10.68,58,7,Yellow,SD,1,0,0
JN-0042,4,67.8,14.01,124,46,Red,HD,0,0,0
JN-0058,4,55.5,15.69,52,37,Green,HD,0,0,0
JN-0188,4,37.6,13.7,125,0,Red,SD,0,0,0
JN-0089,4,50.6,14.07,126,29,Red,Blurry,0,0,0
JN-0290,4,48.2,14.11,136,39,Yellow,Blurry,0,0,0
JN-0111,4,27.3,16.4,7,0,Red,Blurry,0,0,1
JN-0177,4,38.1,9.12,86,22,Red,HD,0,0,0
JN-0482,4,58.3,7.62,137,9,Red,SD,0,0,0
JN-0326,4,59.5,16.17,49,8,Red,HD,0,0,0
JN-0218,4,31.8,9.54,9,6,Green,SD,0,0,0
JN-0457,5,45.3,11.32,41,34,Green,Blurry,1,0,0
JN-0351,5,49.6,19.94,22,3,Red,HD,0,0,0
JN-0288,5,47.7,15.23,116,17,Red,Blurry,1,0,0
JN-0469,5,16.0,9.61,59,5,Green,HD,0,0,0
JN-0030,5,35.8,15.0,31,28,Red,Blurry,1,0,0
JN-0438,5,57.2,7.67,107,36,Green,HD,0,0,0
JN-0200,5,40.8,10.61,34,42,Red,SD,1,0,0
JN-0323,5,37.1,15.98,29,17,Yellow,HD,0,1,0
JN-0154,5,56.3,13.2,175,10,Red,SD,1,0,0
JN-0460,5,75.8,10.52,149,7,Green,SD,0,0,0
JN-0412,5,44.8,12.45,124,43,Red,SD,0,0,0
JN-0413,5,36.5,12.29,132,1,Green,SD,0,0,0
JN-0245,5,45.7,11.58,27,11,Red,HD,0,0,0
JN-0141,5,34.8,9.92,8,16,Green,Blurry,0,0,1
JN-0089,5,48.3,12.93,115,35,Red,HD,1,0,1
JN-0291,5,34.1,13.12,66,43,Green,SD,0,0,0
JN-0039,5,53.1,12.23,42,45,Green,SD,0,0,1
JN-0233,5,19.0,19.25,111,45,Green,HD,0,0,0
JN-0090,5,38.0,12.29,41,25,Red,HD,0,0,0
JN-0438,5,44.1,10.03,76,2,Green,HD,1,0,0
JN-0419,5,47.2,9.09,116,32,Green,Blurry,0,1,0
JN-0433,5,63.1,8.03,8,4,Red,Offline,1,0,0
JN-0102,5,37.6,6.04,15,38,Off,SD,0,0,0
JN-0365,5,16.5,9.69,90,44,Green,HD,0,0,0
JN-0416,5,61.6,7.5,88,38,Red,HD,0,0,0
JN-0330,5,5.0,20.04,15,14,Green,HD,0,0,0
JN-0174,5,55.7,15.87,112,46,Green,HD,1,0,0
JN-0222,5,31.5,7.9,115,49,Green,HD,0,1,0
JN-0015,5,40.7,10.28,35,12,Red,Blurry,0,0,0
JN-0385,5,28.0,11.92,31,18,Red,SD,0,0,0
JN-0421,5,58.4,1.04,56,29,Green,Blurry,0,0,0
JN-0403,5,40.2,9.78,147,10,Green,HD,0,0,0
JN-0421,5,30.0,14.95,112,9,Green,SD,0,0,0
JN-0212,5,44.7,19.66,151,31,Red,HD,0,0,0
JN-0141,5,48.5,8.63,91,20,Red,HD,0,0,0
JN-0032,5,43.1,8.58,166,6,Green,SD,0,0,1
JN-0407,5,40.4,9.32,58,20,Red,HD,1,0,1
JN-0376,5,28.1,10.26,104,47,Green,HD,1,0,0
JN-0174,5,10.5,7.08,125,13,Green,HD,0,0,1
JN-0144,5,19.7,5.51,159,18,Yellow,HD,1,0,0
JN-0212,5,58.3,10.46,161,17,Red,SD,0,0,0
JN-0335,5,39.2,13.29,174,21,Green,SD,0,0,0
JN-0484,5,38.0,5.01,44,39,Red,HD,1,0,0
JN-0421,5,24.8,12.64,71,10,Red,SD,0,0,0
JN-0408,5,42.7,13.04,162,45,Red,HD,1,0,0
JN-0246,5,27.4,11.09,57,39,Red,Offline,0,0,0
JN-0407,5,50.4,8.19,78,5,Green,HD,0,0,0
JN-0488,5,43.8,14.42,131,5,Green,Blurry,0,0,0
JN-0027,5,42.4,18.16,109,0,Green,SD,1,0,0
JN-0413,5,48.3,10.18,9,29,Yellow,HD,1,0,0
JN-0335,5,44.2,15.23,33,5,Red,HD,0,1,0
JN-0216,5,5.0,22.02,37,48,Red,SD,1,0,0
JN-0165,5,32.1,11.34,91,45,Yellow,HD,0,0,0
JN-0052,5,50.3,5.99,148,32,Yellow,SD,0,1,0
JN-0482,5,33.6,14.02,80,38,Green,HD,0,0,0
JN-0199,5,22.3,15.58,110,47,Green,HD,0,0,0
JN-0247,5,16.1,11.19,113,2,Red,SD,0,0,0
JN-0414,5,17.0,12.1,65,24,Red,HD,0,0,0
JN-0448,5,35.3,10.59,173,38,Green,SD,0,0,0
JN-0376,5,34.8,8.08,107,18,Red,Blurry,0,0,0
JN-0299,5,32.3,11.37,132,30,Green,SD,1,0,0
JN-0311,5,43.5,16.72,96,37,Red,Offline,0,0,0
JN-0054,5,42.6,5.47,174,37,Off,SD,0,0,0
JN-0143,5,6.1,12.61,57,37,Green,SD,0,0,0
JN-0353,5,30.9,9.15,119,44,Red,HD,0,0,0
JN-0290,5,13.5,8.35,10,17,Green,Offline,0,0,0
JN-0182,5,62.0,17.34,8,20,Red,HD,1,1,0
JN-0181,5,17.2,10.11,149,16,Green,HD,0,0,1
JN-0063,5,26.3,13.77,107,47,Red,Blurry,0,0,0
JN-0114,5,41.3,23.8,22,12,Green,HD,1,0,0
JN-0091,5,61.4,8.73,43,39,Green,HD,0,0,1
JN-0296,5,24.8,12.95,3,37,Green,HD,0,0,0
JN-0084,5,40.8,13.54,72,44,Green,Offline,0,0,0
JN-0114,5,39.0,10.09,139,10,Off,HD,0,0,0
JN-0307,5,55.8,19.29,125,7,Red,HD,0,0,0
JN-0054,5,63.2,10.25,164,36,Green,SD,1,0,0
JN-0173,5,45.2,6.86,71,23,Green,Offline,0,0,0
JN-0345,5,52.8,17.04,180,14,Green,SD,1,0,1
JN-0361,5,40.1,4.22,144,26,Red,HD,0,0,0
JN-0369,5,10.2,9.17,127,45,Red,Offline,0,0,0
JN-0143,5,55.4,8.86,42,4,Yellow,HD,0,0,0
JN-0173,5,50.5,21.97,88,39,Red,HD,0,0,0
JN-0112,5,10.8,10.31,12,18,Green,Blurry,0,0,0
JN-0265,5,65.5,12.59,177,16,Red,SD,0,0,0
JN-0372,5,52.4,18.69,39,3,Green,SD,0,0,0
JN-0094,5,46.4,15.21,44,43,Green,Offline,0,0,0
JN-0475,5,42.9,16.4,178,0,Green,Blurry,1,0,0
JN-0084,5,10.1,17.79,92,24,Red,HD,0,0,0
JN-0497,5,69.3,23.94,139,22,Off,SD,0,0,0
JN-0395,5,42.8,10.59,95,50,Red,Offline,0,0,0
JN-0466,5,41.6,11.02,27,19,Green,HD,0,0,0
JN-0144,5,43.1,12.55,140,0,Green,SD,0,0,0
JN-0002,5,48.3,10.49,16,28,Red,Blurry,0,0,0
JN-0169,5,47.7,13.95,102,13,Green,HD,0,0,0
JN-0465,5,40.3,12.66,51,11,Red,HD,0,0,0
JN-0020,5,18.8,11.43,65,2,Red,Blurry,0,0,0
JN-0141,5,35.7,10.73,128,9,Green,HD,0,0,0
JN-0036,5,24.0,8.44,173,37,Green,Blurry,1,0,0
JN-0101,5,5.0,13.02,73,42,Red,SD,0,0,0
JN-0304,5,46.4,8.65,134,15,Yellow,SD,1,0,0
JN-0241,5,23.7,8.9,128,33,Red,HD,0,0,0
JN-0002,5,57.2,9.71,60,36,Green,HD,0,0,0
JN-0008,5,40.7,21.53,32,14,Red,HD,0,0,0
JN-0357,5,67.3,11.38,142,20,Red,Blurry,0,0,0
JN-0047,5,41.4,11.0,130,26,Red,HD,0,0,0
JN-0195,5,33.3,9.72,168,7,Red,SD,1,0,0
JN-0402,5,22.8,17.69,45,16,Red,HD,1,0,0
JN-0354,5,42.2,17.05,71,28,Green,HD,0,0,0
JN-0314,5,40.0,17.22,75,28,Green,HD,1,0,0
JN-0259,5,64.5,6.21,19,46,Green,HD,0,0,0
JN-0458,5,41.5,8.23,19,43,Red,SD,0,0,0
JN-0320,5,43.7,12.98,119,6,Green,HD,0,0,0
JN-0231,5,28.9,17.06,120,7,Red,Offline,0,0,0
JN-0118,5,59.5,9.33,4,47,Red,SD,0,0,0
JN-0026,5,56.2,14.59,155,45,Green,HD,0,0,1
JN-0398,5,43.9,19.77,156,36,Red,HD,0,0,0
JN-0288,5,33.4,12.45,139,49,Red,HD,0,0,0
JN-0133,5,40.6,16.03,128,32,Green,HD,0,0,1
