state,year,month,rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,fog_hours,road_waterlogging,pothole_index,accidents_that_day
Odisha,2019,7,0.16,30.7,87.8,8.1,0.0,0,0.194,6
Punjab,2019,3,10.93,12.0,57.0,26.8,0.0,0,0.168,15
Tamil Nadu,2024,5,5.23,24.9,27.8,11.1,0.0,0,0.235,4
West Bengal,2021,6,1.4,20.2,62.5,24.7,0.0,0,0.205,31
Bihar,2023,1,2.58,21.7,58.1,20.4,1.4,0,0.284,3
Karnataka,2019,6,5.09,39.1,51.5,23.4,0.0,0,0.301,20
Assam,2024,1,22.9,8.1,81.9,13.2,1.1,0,0.21,12
Odisha,2019,2,3.8,45.4,36.8,22.0,0.9,0,0.43,35
Maharashtra,2020,8,18.92,14.1,40.6,2.4,0.0,0,0.336,14
Punjab,2020,10,2.27,44.7,62.0,9.5,0.0,0,0.502,10
Gujarat,2019,1,2.65,30.9,46.4,23.5,1.2,0,0.112,0
Rajasthan,2020,7,5.41,30.0,46.1,15.1,0.0,0,0.336,44
Haryana,2022,8,2.07,32.8,79.8,30.1,0.0,0,0.467,44
Assam,2019,11,26.07,33.4,45.5,17.9,2.3,1,0.156,25
Telangana,2019,3,2.34,25.9,25.2,20.6,0.0,0,0.086,2
Telangana,2019,2,0.71,15.9,26.1,27.1,0.8,0,0.443,3
Gujarat,2024,3,11.81,25.6,84.8,29.8,0.0,0,0.427,31
Maharashtra,2022,10,5.31,41.7,55.8,19.9,0.0,0,0.566,11
Maharashtra,2019,6,4.34,9.1,78.2,31.5,0.0,0,0.312,9
Gujarat,2021,12,17.72,44.0,68.1,39.4,0.1,0,0.308,0
West Bengal,2024,2,7.83,22.4,21.6,17.5,4.8,0,0.158,15
Kerala,2021,6,2.48,8.4,96.9,20.8,0.0,0,0.187,22
Uttar Pradesh,2024,10,3.36,19.8,85.5,31.8,0.0,0,0.238,1
Bihar,2019,7,3.4,18.9,89.7,12.1,0.0,0,0.167,39
West Bengal,2024,4,17.71,30.6,66.4,22.8,0.0,0,0.195,7
Maharashtra,2022,5,18.67,13.2,42.0,5.2,0.0,0,0.355,14
Kerala,2021,1,2.74,9.7,58.8,22.0,1.7,0,0.435,23
Bihar,2024,11,11.09,39.6,73.2,27.4,0.5,0,0.391,44
Uttar Pradesh,2019,4,11.6,37.5,39.1,35.3,0.0,0,0.403,2
Gujarat,2019,4,0.65,27.3,39.3,2.1,0.0,0,0.099,36
Maharashtra,2020,8,34.79,35.8,84.5,16.6,0.0,1,0.742,7
Punjab,2021,12,10.21,43.9,65.9,38.2,5.0,0,0.578,37
Telangana,2020,8,1.07,15.0,20.8,14.8,0.0,0,0.174,23
Gujarat,2024,12,17.97,18.2,83.9,11.4,1.4,0,0.195,4
Assam,2020,10,7.19,23.2,62.6,9.6,0.0,0,0.208,6
Bihar,2024,7,7.76,15.4,66.2,22.4,0.0,0,0.441,39
Maharashtra,2023,2,6.95,14.6,65.6,28.4,1.7,0,0.224,8
Kerala,2020,10,10.12,24.0,56.8,42.2,0.0,0,0.387,0
Gujarat,2020,7,17.27,27.8,32.5,5.4,0.0,0,0.523,37
Rajasthan,2022,4,0.99,25.8,62.5,20.7,0.0,0,0.635,26
Kerala,2022,10,3.02,36.5,63.8,28.2,0.0,0,0.492,8
Odisha,2023,7,13.18,25.0,28.3,34.0,0.0,0,0.679,10
Haryana,2022,1,12.94,45.6,31.9,28.2,0.1,0,0.339,22
Bihar,2020,1,2.53,43.3,42.4,3.0,0.4,0,0.097,1
Rajasthan,2024,8,4.54,22.5,21.5,19.2,0.0,0,0.132,40
Tamil Nadu,2020,4,2.85,21.8,56.4,12.4,0.0,0,0.141,27
Bihar,2022,11,24.4,32.7,45.1,17.1,0.5,0,0.406,20
Odisha,2020,1,13.35,42.0,21.6,41.0,0.6,0,0.599,38
Haryana,2022,5,2.14,33.4,96.7,24.8,0.0,0,0.384,26
Punjab,2022,4,3.39,35.5,46.1,5.1,0.0,0,0.081,7
Assam,2023,4,12.44,39.7,41.6,13.2,0.0,0,0.423,5
Tamil Nadu,2022,4,2.32,39.7,94.3,11.8,0.0,0,0.325,33
Uttar Pradesh,2022,1,1.34,18.5,27.7,1.4,1.6,0,0.196,36
Rajasthan,2022,11,15.8,19.6,88.6,16.6,0.9,0,0.322,30
Gujarat,2024,4,0.27,26.3,37.4,26.5,0.0,0,0.606,7
Uttar Pradesh,2024,8,4.36,14.5,29.2,35.0,0.0,0,0.178,44
West Bengal,2019,9,33.46,18.8,33.7,16.4,0.0,1,0.285,29
Assam,2020,9,2.07,33.6,32.7,33.5,0.0,0,0.43,8
Uttar Pradesh,2022,3,0.6,34.4,22.2,4.1,0.0,0,0.393,41
Karnataka,2023,8,20.51,24.9,39.8,16.8,0.0,0,0.665,15
Rajasthan,2020,12,12.31,29.7,68.9,9.0,0.6,0,0.089,19
West Bengal,2021,5,14.74,11.2,67.3,6.3,0.0,0,0.265,8
Madhya Pradesh,2023,8,5.98,15.2,83.9,24.0,0.0,0,0.343,45
Odisha,2019,9,5.14,28.0,31.6,17.8,0.0,0,0.43,18
Assam,2020,4,13.74,35.4,70.1,11.3,0.0,0,0.342,17
Kerala,2023,12,3.12,36.9,97.4,0.6,3.3,0,0.288,11
Odisha,2019,3,5.72,9.8,35.4,15.4,0.0,0,0.183,41
Tamil Nadu,2023,12,1.93,10.3,48.5,15.4,1.1,0,0.276,28
Tamil Nadu,2022,11,3.27,38.5,79.2,7.9,0.4,0,0.211,25
Kerala,2021,3,5.63,38.1,59.2,5.5,0.0,0,0.131,20
Uttar Pradesh,2022,9,10.17,13.5,55.9,14.8,0.0,0,0.154,5
Telangana,2021,2,0.61,32.0,84.0,9.5,3.5,0,0.148,14
Maharashtra,2021,2,1.63,16.6,73.9,26.9,0.0,0,0.238,7
Tamil Nadu,2021,3,7.78,21.7,66.3,12.3,0.0,0,0.67,2
Assam,2022,9,12.91,36.7,21.6,25.8,0.0,0,0.522,34
Uttar Pradesh,2022,6,45.24,42.6,70.6,20.8,0.0,1,0.26,1
Karnataka,2024,8,1.69,19.1,25.7,35.1,0.0,0,0.321,10
Karnataka,2019,1,2.16,29.7,68.4,19.5,1.2,0,0.552,40
Uttar Pradesh,2019,12,1.41,12.6,29.6,22.1,2.5,0,0.336,31
Kerala,2020,6,2.7,25.8,30.7,17.0,0.0,0,0.262,40
Maharashtra,2022,11,0.49,44.9,81.2,29.7,0.5,0,0.12,22
West Bengal,2019,2,0.76,11.1,48.0,11.2,0.4,0,0.157,17
Punjab,2023,7,2.47,44.8,58.9,5.7,0.0,0,0.484,40
Punjab,2022,12,8.01,19.9,83.1,17.7,0.4,0,0.303,17
Uttar Pradesh,2023,10,1.69,17.6,87.2,23.4,0.0,0,0.59,0
Gujarat,2019,11,1.81,41.5,85.6,32.6,0.4,0,0.431,31
Telangana,2022,3,2.79,18.6,58.7,6.3,0.0,0,0.17,12
Punjab,2024,5,6.33,27.2,89.0,22.6,0.0,0,0.363,43
Gujarat,2022,10,10.35,36.7,38.5,25.7,0.0,0,0.247,26
Madhya Pradesh,2022,11,10.96,39.7,39.2,9.9,0.6,0,0.091,21
Odisha,2020,12,6.43,10.3,65.4,13.3,4.1,0,0.43,24
Assam,2023,7,9.92,26.8,52.9,11.7,0.0,0,0.364,11
Kerala,2021,10,9.11,28.0,68.4,22.7,0.0,0,0.241,30
Punjab,2024,5,10.31,39.1,61.5,15.6,0.0,0,0.607,39
Telangana,2019,12,2.12,23.7,76.3,17.4,0.5,0,0.164,1
Tamil Nadu,2022,10,9.17,42.4,69.8,21.2,0.0,0,0.597,44
Bihar,2020,7,5.18,11.3,71.4,23.4,0.0,0,0.223,31
Rajasthan,2020,4,0.54,36.4,41.9,20.8,0.0,0,0.078,37
Maharashtra,2023,11,14.09,39.9,35.7,40.6,2.0,0,0.464,22
Uttar Pradesh,2020,7,8.25,31.9,32.7,9.4,0.0,0,0.422,3
Gujarat,2021,5,6.76,26.2,93.2,6.3,0.0,0,0.514,22
Telangana,2021,8,31.59,20.8,89.2,32.0,0.0,1,0.232,2
Madhya Pradesh,2020,10,13.25,16.3,88.1,28.0,0.0,0,0.376,16
Tamil Nadu,2020,5,27.28,35.2,21.9,9.2,0.0,1,0.408,23
Rajasthan,2022,10,5.49,14.2,70.2,11.0,0.0,0,0.336,7
Rajasthan,2024,2,2.78,17.5,28.8,15.8,0.5,0,0.56,4
West Bengal,2023,4,10.02,8.3,47.1,4.1,0.0,0,0.29,1
Uttar Pradesh,2024,8,17.82,15.5,38.9,27.9,0.0,0,0.349,3
Karnataka,2024,8,0.48,32.9,41.9,29.0,0.0,0,0.37,25
Rajasthan,2024,8,7.99,45.0,53.9,17.2,0.0,0,0.588,8
Haryana,2021,7,14.89,35.1,97.6,25.2,0.0,0,0.208,8
Bihar,2021,8,4.05,41.5,87.7,23.2,0.0,0,0.112,36
West Bengal,2020,10,15.56,8.4,86.1,23.7,0.0,0,0.388,23
Assam,2019,8,0.36,36.7,29.4,2.9,0.0,0,0.112,30
West Bengal,2024,1,10.46,22.5,59.7,8.3,0.9,0,0.382,18
Uttar Pradesh,2024,4,8.27,12.2,42.9,23.5,0.0,0,0.365,3
Maharashtra,2019,10,4.69,10.2,56.5,25.2,0.0,0,0.229,17
Gujarat,2021,1,36.97,39.1,33.7,15.3,1.3,1,0.593,12
West Bengal,2021,12,11.94,29.3,69.6,11.8,0.7,0,0.371,16
Punjab,2019,8,14.44,35.5,36.4,13.0,0.0,0,0.366,16
Punjab,2019,11,0.36,31.4,93.1,7.7,4.2,0,0.283,8
Kerala,2021,12,3.43,31.3,59.1,7.1,0.7,0,0.394,45
Telangana,2022,8,0.49,34.2,43.2,18.4,0.0,0,0.4,38
Tamil Nadu,2024,4,8.04,34.2,75.1,26.1,0.0,0,0.152,15
Tamil Nadu,2024,10,25.0,21.3,33.7,1.1,0.0,0,0.341,2
Haryana,2024,4,11.42,24.6,46.8,18.8,0.0,0,0.401,37
Kerala,2021,7,12.34,30.7,58.7,9.0,0.0,0,0.105,13
Gujarat,2023,11,0.49,37.8,35.6,35.5,0.5,0,0.318,36
Punjab,2023,7,6.27,39.3,83.0,20.5,0.0,0,0.534,24
Uttar Pradesh,2023,11,0.12,23.5,72.5,16.8,1.2,0,0.373,4
Bihar,2020,3,3.42,19.6,29.1,32.4,0.0,0,0.287,3
West Bengal,2022,6,8.55,11.0,50.8,1.7,0.0,0,0.39,37
Maharashtra,2021,12,0.95,18.6,89.8,2.8,0.9,0,0.626,25
Rajasthan,2019,1,7.57,31.8,42.3,28.3,3.2,0,0.506,35
Punjab,2019,9,7.01,8.0,96.1,31.0,0.0,0,0.236,12
West Bengal,2024,12,2.74,44.3,32.0,18.5,0.2,0,0.368,14
Uttar Pradesh,2022,2,1.78,19.5,20.5,14.2,3.5,0,0.195,27
Karnataka,2024,12,3.75,15.7,83.6,42.3,3.9,0,0.242,1
Bihar,2020,10,2.45,23.2,62.2,20.7,0.0,0,0.347,28
Telangana,2021,8,3.93,8.6,80.3,5.5,0.0,0,0.439,26
Tamil Nadu,2024,5,6.17,38.3,22.2,5.6,0.0,0,0.499,44
Gujarat,2023,12,3.03,8.7,47.9,33.4,0.7,0,0.225,36
Odisha,2021,10,0.23,41.1,71.5,34.7,0.0,0,0.319,38
Gujarat,2020,3,2.05,12.8,47.8,19.6,0.0,0,0.459,17
Karnataka,2024,7,23.82,9.0,21.2,22.0,0.0,0,0.298,20
Maharashtra,2024,12,0.6,24.1,44.6,16.2,0.0,0,0.349,22
Rajasthan,2020,8,2.25,36.6,86.0,8.8,0.0,0,0.708,40
Maharashtra,2023,12,3.14,15.8,53.9,34.6,1.4,0,0.5,17
Tamil Nadu,2023,4,12.08,15.6,49.5,34.5,0.0,0,0.171,21
Haryana,2023,4,0.19,15.3,74.5,18.4,0.0,0,0.138,26
Madhya Pradesh,2024,7,1.05,29.3,52.2,32.7,0.0,0,0.487,9
Gujarat,2022,5,1.15,26.2,57.3,28.6,0.0,0,0.371,11
West Bengal,2023,11,23.57,26.6,22.3,9.5,0.5,0,0.352,37
Kerala,2021,5,5.34,24.1,24.3,16.1,0.0,0,0.205,9
Karnataka,2019,2,0.5,18.3,37.6,24.7,2.1,0,0.418,17
Uttar Pradesh,2021,2,10.85,14.3,44.9,6.4,2.2,0,0.454,10
Haryana,2023,7,12.1,33.2,50.3,36.3,0.0,0,0.244,15
Tamil Nadu,2023,1,2.5,12.4,70.8,1.8,0.3,0,0.092,33
Tamil Nadu,2019,5,6.72,27.9,60.9,6.0,0.0,0,0.497,2
Karnataka,2020,11,9.2,35.4,57.6,5.5,2.2,0,0.399,41
Uttar Pradesh,2020,2,2.01,16.0,53.4,14.3,1.4,0,0.122,23
Uttar Pradesh,2021,4,6.93,29.8,60.0,18.4,0.0,0,0.379,14
Uttar Pradesh,2023,10,9.13,21.1,67.2,11.7,0.0,0,0.462,32
Rajasthan,2023,12,13.09,12.7,69.1,39.6,1.1,0,0.361,6
Bihar,2020,5,7.13,41.5,69.4,5.6,0.0,0,0.169,0
Tamil Nadu,2020,3,16.08,34.9,39.9,4.3,0.0,0,0.175,4
Uttar Pradesh,2021,3,18.86,31.5,80.4,43.2,0.0,0,0.351,0
Karnataka,2023,3,0.59,40.8,76.7,33.7,0.0,0,0.027,0
Karnataka,2019,9,1.07,26.5,49.8,24.5,0.0,0,0.096,0
West Bengal,2019,5,26.06,23.7,30.5,22.4,0.0,1,0.46,38
Telangana,2020,3,0.34,17.2,55.7,8.1,0.0,0,0.111,9
Uttar Pradesh,2022,7,2.18,24.9,34.0,19.4,0.0,0,0.263,45
Maharashtra,2022,1,22.18,9.4,30.2,35.4,6.0,0,0.782,35
Uttar Pradesh,2019,8,0.58,24.1,26.5,26.7,0.0,0,0.082,27
Kerala,2022,10,1.98,14.4,84.9,7.8,0.0,0,0.258,34
Haryana,2023,12,17.58,20.6,63.8,20.1,1.7,0,0.456,24
Kerala,2023,11,12.5,19.5,37.6,6.6,1.8,0,0.474,0
Maharashtra,2021,5,0.89,32.2,80.3,11.5,0.0,0,0.17,41
Madhya Pradesh,2024,11,4.4,40.0,40.4,34.1,2.3,0,0.127,7
Assam,2022,2,1.82,16.7,84.0,9.1,1.9,0,0.188,6
Madhya Pradesh,2024,4,0.74,12.5,65.3,22.1,0.0,0,0.277,37
Kerala,2024,1,12.68,36.1,44.9,16.4,1.3,0,0.462,36
Telangana,2022,10,1.4,26.8,96.8,18.8,0.0,0,0.3,37
Kerala,2020,11,6.88,38.6,37.6,0.7,0.1,0,0.338,0
Kerala,2022,3,18.75,30.8,73.9,23.1,0.0,0,0.278,44
Gujarat,2021,8,4.28,38.7,47.8,19.7,0.0,0,0.11,26
Odisha,2022,8,3.19,32.3,74.7,25.3,0.0,0,0.095,20
Telangana,2022,3,1.82,8.7,52.4,13.2,0.0,0,0.159,37
Rajasthan,2020,10,1.65,40.0,88.6,15.2,0.0,0,0.365,36
Punjab,2020,6,7.49,44.2,76.0,12.4,0.0,0,0.479,22
Odisha,2021,5,27.03,13.2,94.2,23.7,0.0,1,0.396,12
Uttar Pradesh,2022,5,15.92,45.9,48.5,28.3,0.0,0,0.62,10
Haryana,2021,2,16.32,15.0,85.8,12.3,4.1,0,0.326,40
Maharashtra,2023,12,7.76,39.6,82.4,16.7,1.0,0,0.407,41
Haryana,2020,2,18.11,15.3,93.2,17.3,0.1,0,0.313,15
Maharashtra,2021,3,0.06,18.6,73.6,24.4,0.0,0,0.107,30
Haryana,2019,2,2.44,35.9,71.6,25.3,0.3,0,0.243,30
Telangana,2024,11,8.64,22.0,75.2,22.3,0.8,0,0.38,12
Rajasthan,2020,11,9.99,16.5,87.7,23.3,1.3,0,0.638,18
Assam,2023,8,3.73,16.5,62.5,32.9,0.0,0,0.454,32
Kerala,2020,4,4.1,27.0,53.4,8.8,0.0,0,0.502,14
Assam,2021,9,23.2,12.0,79.4,38.1,0.0,0,0.287,38
Punjab,2024,1,5.93,14.5,26.9,26.0,1.7,0,0.423,33
Karnataka,2020,3,11.71,43.0,46.6,17.4,0.0,0,0.354,5
Telangana,2019,5,13.42,33.3,95.3,7.4,0.0,0,0.334,40
Karnataka,2022,10,2.23,11.5,25.9,29.4,0.0,0,0.651,23
Haryana,2023,5,1.25,43.2,55.3,4.9,0.0,0,0.333,13
West Bengal,2022,2,6.91,10.7,48.9,12.9,3.6,0,0.201,20
Madhya Pradesh,2023,4,9.14,23.2,70.2,14.7,0.0,0,0.392,37
Kerala,2024,1,4.34,32.8,57.2,9.3,3.0,0,0.238,5
Bihar,2019,11,2.35,35.0,43.8,27.0,0.8,0,0.425,6
Odisha,2024,8,2.29,27.1,37.3,14.3,0.0,0,0.16,12
Rajasthan,2019,10,1.78,38.3,81.5,27.8,0.0,0,0.195,31
Punjab,2021,11,17.44,22.9,69.5,1.4,0.0,0,0.263,38
Kerala,2021,5,3.33,30.4,47.0,19.9,0.0,0,0.344,42
Maharashtra,2024,4,1.48,38.3,55.2,24.1,0.0,0,0.28,38
Karnataka,2024,7,1.06,27.1,23.9,0.2,0.0,0,0.05,12
Gujarat,2020,2,25.13,29.3,30.6,14.2,0.1,1,0.427,19
Kerala,2024,7,1.59,42.9,43.8,6.7,0.0,0,0.112,36
Gujarat,2019,2,5.32,32.5,34.7,3.3,0.1,0,0.364,12
West Bengal,2020,7,6.11,23.2,73.1,18.7,0.0,0,0.134,12
West Bengal,2021,5,9.56,28.3,71.4,18.7,0.0,0,0.646,0
Odisha,2024,11,11.93,12.8,51.5,5.5,0.0,0,0.35,10
Kerala,2020,8,5.56,45.4,44.0,20.1,0.0,0,0.55,13
Punjab,2024,4,18.94,15.9,88.6,31.7,0.0,0,0.381,20
Bihar,2021,9,3.57,35.2,62.9,1.2,0.0,0,0.46,29
Karnataka,2024,1,0.15,18.5,54.0,13.6,0.0,0,0.267,3
West Bengal,2024,1,2.36,33.0,72.3,22.3,0.8,0,0.26,43
Assam,2021,3,5.71,11.4,84.5,12.1,0.0,0,0.434,11
Tamil Nadu,2024,1,9.13,38.9,25.1,19.1,2.2,0,0.561,24
Punjab,2020,10,10.21,25.0,70.2,39.4,0.0,0,0.443,26
Gujarat,2023,3,3.0,21.6,94.2,6.1,0.0,0,0.22,33
Bihar,2019,11,11.93,40.1,43.5,9.8,1.5,0,0.196,28
Kerala,2021,2,9.6,21.4,86.6,19.9,2.6,0,0.166,10
Maharashtra,2020,2,8.81,8.4,90.9,9.3,4.7,0,0.244,39
Madhya Pradesh,2024,10,3.8,32.5,83.1,24.5,0.0,0,0.091,37
Gujarat,2022,12,2.52,24.8,42.9,12.8,0.4,0,0.293,23
Maharashtra,2021,2,12.18,37.8,89.2,31.2,1.9,0,0.261,11
Uttar Pradesh,2020,5,0.04,39.1,37.3,17.6,0.0,0,0.023,18
Gujarat,2023,4,11.75,16.8,84.5,23.1,0.0,0,0.35,35
Bihar,2019,4,0.87,18.9,95.7,22.4,0.0,0,0.319,36
Bihar,2019,10,5.09,41.4,65.4,13.2,0.0,0,0.671,25
Kerala,2024,9,0.71,12.6,41.7,12.6,0.0,0,0.17,43
Telangana,2021,7,3.5,15.4,73.2,36.3,0.0,0,0.478,34
Punjab,2022,3,0.3,39.0,98.0,12.1,0.0,0,0.124,27
Uttar Pradesh,2023,12,3.25,42.7,58.3,31.2,0.7,0,0.04,0
West Bengal,2024,3,5.46,28.2,75.3,30.9,0.0,0,0.564,25
West Bengal,2023,9,6.91,22.0,66.6,38.4,0.0,0,0.63,40
Telangana,2020,10,0.24,9.9,43.8,21.7,0.0,0,0.151,42
Uttar Pradesh,2019,8,6.29,33.8,90.0,4.9,0.0,0,0.149,41
Uttar Pradesh,2021,10,3.59,15.5,75.4,32.2,0.0,0,0.529,22
Kerala,2019,7,12.02,38.6,53.8,24.2,0.0,0,0.342,6
Tamil Nadu,2019,2,4.17,43.6,27.9,22.9,2.4,0,0.374,30
Maharashtra,2020,1,10.21,37.9,65.5,43.4,0.6,0,0.541,21
West Bengal,2024,2,15.96,43.6,30.1,41.6,2.4,0,0.342,12
Telangana,2021,4,2.33,34.6,27.4,19.7,0.0,0,0.308,19
Bihar,2024,6,7.16,41.2,49.0,40.2,0.0,0,0.466,39
Bihar,2020,11,7.34,33.4,84.6,34.1,2.5,0,0.397,4
Madhya Pradesh,2022,6,31.48,27.4,73.5,19.3,0.0,1,0.283,35
Maharashtra,2020,3,8.0,39.3,36.0,15.7,0.0,0,0.459,11
Maharashtra,2019,2,5.35,32.7,62.0,12.4,1.2,0,0.195,26
Maharashtra,2019,12,9.13,30.7,78.0,16.1,1.2,0,0.217,19
Odisha,2021,10,13.12,31.7,53.8,25.5,0.0,0,0.399,25
Telangana,2022,10,14.15,44.0,88.3,22.7,0.0,0,0.348,25
Tamil Nadu,2020,2,0.69,38.9,36.4,6.0,0.9,0,0.218,1
Rajasthan,2022,1,12.81,26.8,85.2,39.4,0.1,0,0.317,37
Tamil Nadu,2021,7,7.27,27.3,64.1,37.4,0.0,0,0.374,35
Assam,2021,11,33.16,37.4,32.6,9.0,2.0,1,0.249,24
Maharashtra,2019,12,3.36,37.5,33.5,29.1,0.8,0,0.45,18
Punjab,2022,1,3.02,12.8,46.9,37.6,0.7,0,0.129,15
West Bengal,2019,12,13.05,41.0,57.3,16.3,2.9,0,0.173,38
Odisha,2020,11,1.72,39.2,60.7,33.0,0.7,0,0.439,15
Haryana,2022,5,3.21,18.0,65.6,7.9,0.0,0,0.231,4
West Bengal,2021,1,24.11,23.3,49.0,28.9,4.5,0,0.84,19
Karnataka,2021,9,17.28,37.7,43.5,42.5,0.0,0,0.397,25
Assam,2022,3,45.92,19.4,79.0,14.5,0.0,1,0.527,1
Assam,2019,1,11.03,29.4,44.4,0.6,2.1,0,0.553,15
Bihar,2023,12,2.2,37.5,84.6,17.1,2.5,0,0.09,21
Telangana,2021,9,7.12,25.9,45.2,39.4,0.0,0,0.341,19
Haryana,2022,12,15.79,45.4,72.9,14.4,0.5,0,0.518,3
Uttar Pradesh,2024,8,2.24,18.3,79.1,11.8,0.0,0,0.228,22
Assam,2020,3,5.8,34.6,31.3,15.2,0.0,0,0.737,15
Odisha,2020,9,8.01,21.1,87.7,18.2,0.0,0,0.134,2
Gujarat,2023,12,20.34,42.2,65.6,19.8,0.6,0,0.644,3
Uttar Pradesh,2020,8,23.59,43.5,32.6,36.7,0.0,0,0.34,8
Telangana,2020,7,0.55,27.7,89.3,1.8,0.0,0,0.254,24
Kerala,2023,9,0.87,12.7,83.0,4.1,0.0,0,0.238,5
Odisha,2019,9,1.38,23.9,88.3,15.7,0.0,0,0.276,13
Maharashtra,2023,8,5.59,44.1,81.9,25.8,0.0,0,0.743,39
Karnataka,2022,2,1.91,42.8,90.2,16.5,4.2,0,0.11,23
Bihar,2022,4,15.65,21.5,20.4,31.6,0.0,0,0.438,34
Kerala,2023,10,1.7,17.3,61.0,26.2,0.0,0,0.221,18
Uttar Pradesh,2022,12,2.26,19.2,31.8,19.2,0.7,0,0.155,43
Odisha,2022,12,17.89,22.3,26.4,33.9,0.6,0,0.274,5
Assam,2022,7,16.78,36.4,46.2,29.5,0.0,0,0.422,9
Telangana,2023,8,1.63,16.8,23.0,3.6,0.0,0,0.219,43
Kerala,2021,9,10.01,20.8,64.2,13.8,0.0,0,0.268,30
Odisha,2019,10,2.17,28.8,86.8,42.6,0.0,0,0.206,40
Madhya Pradesh,2021,4,14.65,28.6,95.2,20.0,0.0,0,0.12,13
Uttar Pradesh,2020,5,8.77,43.1,55.8,2.6,0.0,0,0.24,34
Kerala,2023,3,8.65,35.6,23.1,9.7,0.0,0,0.147,22
Punjab,2021,1,12.4,32.9,33.5,17.4,0.5,0,0.213,1
Haryana,2024,4,0.65,33.5,28.3,13.9,0.0,0,0.111,33
Gujarat,2020,7,3.37,30.6,49.0,10.6,0.0,0,0.228,10
Madhya Pradesh,2019,8,9.68,44.1,40.5,25.4,0.0,0,0.069,3
Tamil Nadu,2021,3,8.16,9.0,24.1,22.9,0.0,0,0.343,9
Maharashtra,2021,11,1.55,41.2,90.7,19.0,1.9,0,0.286,44
Rajasthan,2019,6,10.12,30.5,77.7,27.4,0.0,0,0.45,13
Rajasthan,2024,4,5.17,12.6,58.8,48.4,0.0,0,0.321,6
Madhya Pradesh,2020,5,2.47,26.7,39.5,1.0,0.0,0,0.56,36
Rajasthan,2020,3,5.65,20.2,22.9,20.9,0.0,0,0.261,39
Bihar,2023,8,13.23,21.5,85.4,27.7,0.0,0,0.381,43
Punjab,2020,7,13.04,34.1,39.3,3.4,0.0,0,0.251,22
Karnataka,2019,8,0.8,39.0,35.1,27.4,0.0,0,0.176,21
Odisha,2019,12,9.02,11.9,27.1,21.1,0.6,0,0.28,16
Bihar,2021,5,15.55,37.2,49.3,16.0,0.0,0,0.574,42
Madhya Pradesh,2021,5,9.1,35.1,76.8,6.8,0.0,0,0.296,44
Gujarat,2019,10,9.15,33.3,35.8,11.6,0.0,0,0.366,39
Bihar,2024,6,18.64,41.5,35.3,31.5,0.0,0,0.52,28
Haryana,2024,11,25.76,26.5,92.7,28.3,4.8,1,0.309,11
Maharashtra,2019,1,6.92,28.1,64.6,12.0,3.0,0,0.213,25
West Bengal,2024,7,3.6,33.8,72.1,19.5,0.0,0,0.264,36
Karnataka,2022,8,1.57,35.3,88.1,25.7,0.0,0,0.649,16
Punjab,2023,3,10.99,39.5,67.9,0.9,0.0,0,0.171,16
Assam,2019,12,18.14,22.9,30.2,22.1,3.5,0,0.435,31
Uttar Pradesh,2023,4,1.52,38.5,40.2,5.6,0.0,0,0.293,29
Punjab,2023,1,0.9,19.8,58.7,19.9,0.6,0,0.125,25
Tamil Nadu,2021,3,6.71,45.4,63.0,41.4,0.0,0,0.309,12
Maharashtra,2024,5,0.31,11.0,61.7,9.1,0.0,0,0.105,12
Odisha,2023,6,9.11,43.6,85.6,20.2,0.0,0,0.083,2
Punjab,2020,8,7.04,13.7,62.4,28.0,0.0,0,0.334,9
Bihar,2024,7,36.4,17.9,87.9,25.4,0.0,1,0.431,9
Odisha,2022,9,8.86,34.6,33.6,7.2,0.0,0,0.282,28
Madhya Pradesh,2021,4,0.45,24.3,48.0,12.3,0.0,0,0.267,1
Karnataka,2019,1,20.19,13.8,52.9,16.7,0.8,0,0.292,27
West Bengal,2022,10,5.26,45.0,20.1,8.5,0.0,0,0.566,8
West Bengal,2024,12,2.88,31.3,38.8,4.3,0.3,0,0.402,42
Bihar,2021,3,0.5,25.1,45.6,23.6,0.0,0,0.172,13
West Bengal,2022,4,0.38,27.8,54.8,11.0,0.0,0,0.275,17
Odisha,2020,12,10.64,14.0,81.1,16.9,5.7,0,0.619,29
Punjab,2024,5,4.06,35.7,64.5,9.9,0.0,0,0.239,18
Punjab,2023,11,26.79,20.2,97.9,2.0,0.7,1,0.252,14
Punjab,2022,12,5.8,25.0,21.8,16.0,3.0,0,0.238,34
Assam,2024,4,6.23,24.7,89.4,47.5,0.0,0,0.265,29
Odisha,2024,12,28.04,8.0,70.0,18.0,1.1,1,0.288,1
Kerala,2019,6,13.2,35.7,46.1,3.7,0.0,0,0.581,41
Bihar,2020,12,3.02,28.6,40.6,13.3,1.2,0,0.444,32
Tamil Nadu,2021,5,15.11,30.3,20.5,3.5,0.0,0,0.353,24
Assam,2019,7,2.15,41.5,45.7,14.9,0.0,0,0.289,11
West Bengal,2021,9,10.91,21.5,69.6,15.4,0.0,0,0.648,17
West Bengal,2021,6,9.78,16.1,61.8,0.3,0.0,0,0.229,33
Tamil Nadu,2020,12,11.35,42.2,22.1,4.3,0.1,0,0.522,21
Telangana,2019,5,5.73,25.0,88.1,7.7,0.0,0,0.531,9
Bihar,2019,3,5.79,27.0,84.5,7.9,0.0,0,0.399,45
