city,road_type,primary_cause,severity,year,month,hour,vehicles_involved,injuries,fatalities,speed_kmh,visibility_m,road_lighting,road_divider,ambulance_response_min
Mysuru,City Ring Road,Wrong-Side Driving,Minor Injury,2022,10,5,2,3,0,69.5,804,Functional,Present,13.0
Delhi,National Highway,Mobile Phone Use,Property Damage Only,2021,5,7,4,0,0,21.6,637,Absent,Present,15.3
Mysuru,Coastal Road,Over-speeding,Minor Injury,2020,2,3,1,4,0,39.7,310,Functional,Absent,15.0
Kolkata,National Highway,Over-speeding,Property Damage Only,2018,9,14,3,3,0,86.6,687,Non-Functional,Absent,27.7
Jodhpur,Expressway,Wrong-Side Driving,Minor Injury,2021,10,8,1,6,0,92.3,277,Non-Functional,Absent,24.0
Patna,Industrial Zone,Mobile Phone Use,Grievous Injury,2022,6,20,2,1,0,85.6,857,Functional,Absent,25.2
Raipur,Urban Arterial,Pothole,Grievous Injury,2018,1,21,3,4,0,58.9,808,Non-Functional,Absent,17.1
Ranchi,Coastal Road,Pedestrian Jaywalking,Minor Injury,2022,8,10,1,2,0,53.5,988,Functional,Present,10.6
Chennai,Industrial Zone,Overloaded Vehicle,Fatal,2018,6,13,1,5,2,47.9,656,Functional,Present,16.5
Kochi,Expressway,Signal Jumping,Fatal,2020,12,14,2,4,0,85.4,362,Non-Functional,Absent,4.0
Allahabad,City Ring Road,Overloaded Vehicle,Fatal,2020,9,4,4,6,3,54.6,876,Functional,Absent,25.7
Kanpur,Industrial Zone,Overloaded Vehicle,Minor Injury,2020,8,9,2,0,0,38.5,356,Functional,Absent,18.2
Chandigarh,Expressway,Tyre Burst,Grievous Injury,2024,7,16,3,2,0,57.8,177,Non-Functional,Present,19.8
Ranchi,Village Road,Driver Fatigue,Minor Injury,2018,9,0,4,0,0,51.3,230,Non-Functional,Present,33.1
Coimbatore,Coastal Road,Wrong-Side Driving,Fatal,2024,9,3,3,2,0,56.4,379,Functional,Absent,17.8
Pune,Expressway,Pothole,Minor Injury,2020,8,11,4,2,0,68.2,73,Non-Functional,Absent,6.3
Visakhapatnam,City Ring Road,Wrong-Side Driving,Minor Injury,2020,4,2,1,3,0,21.7,629,Functional,Present,8.9
Coimbatore,Coastal Road,Rain/Wet Road,Grievous Injury,2020,2,4,3,5,0,55.1,118,Non-Functional,Absent,4.0
Pune,City Ring Road,Tyre Burst,Minor Injury,2023,7,8,2,4,0,40.5,195,Non-Functional,Present,11.2
Ahmedabad,Expressway,Animal on Road,Grievous Injury,2021,6,18,1,1,0,47.1,788,Functional,Absent,26.6
Raipur,State Highway,Fog/Low Visibility,Property Damage Only,2019,7,12,1,1,0,59.8,941,Non-Functional,Absent,14.9
Kolkata,Hill Road,Pedestrian Jaywalking,Property Damage Only,2020,10,13,3,3,0,50.6,76,Non-Functional,Absent,20.3
Ghaziabad,State Highway,Fog/Low Visibility,Grievous Injury,2020,1,10,4,3,0,43.9,791,Non-Functional,Present,17.3
Amritsar,Hill Road,Mobile Phone Use,Fatal,2020,6,17,1,1,2,25.1,546,Non-Functional,Present,20.7
Mysuru,Expressway,Driver Fatigue,Fatal,2022,8,11,4,4,2,51.8,545,Non-Functional,Present,15.2
Lucknow,City Ring Road,Signal Jumping,Grievous Injury,2021,3,23,3,1,0,95.2,452,Functional,Absent,17.5
Ranchi,Hill Road,Fog/Low Visibility,Minor Injury,2022,12,11,2,6,0,73.0,47,Functional,Present,24.9
Bengaluru,Urban Arterial,Animal on Road,Fatal,2024,10,20,4,4,0,58.2,778,Absent,Absent,9.9
Kolkata,Expressway,Fog/Low Visibility,Property Damage Only,2024,4,0,3,6,0,43.8,711,Non-Functional,Absent,17.4
Kolkata,Urban Arterial,Poor Road Condition,Property Damage Only,2022,4,4,1,5,0,74.6,211,Non-Functional,Present,35.5
Rajkot,Expressway,Driver Fatigue,Minor Injury,2019,8,3,3,5,0,55.4,321,Absent,Present,16.2
Bhopal,State Highway,Signal Jumping,Grievous Injury,2018,8,7,4,5,0,33.1,808,Non-Functional,Absent,16.6
Amritsar,National Highway,Pothole,Grievous Injury,2021,3,16,3,3,0,45.3,77,Absent,Present,19.8
Kolkata,City Ring Road,Driver Fatigue,Grievous Injury,2020,5,7,3,1,0,57.9,932,Non-Functional,Absent,21.6
Kanpur,State Highway,Signal Jumping,Property Damage Only,2021,2,14,1,6,0,65.0,879,Non-Functional,Absent,9.8
Varanasi,Village Road,Fog/Low Visibility,Minor Injury,2019,1,22,4,1,0,68.6,956,Functional,Present,24.8
Raipur,Urban Arterial,Driver Fatigue,Minor Injury,2024,8,14,4,0,0,18.4,764,Functional,Absent,4.0
Lucknow,Urban Arterial,Animal on Road,Minor Injury,2024,9,16,1,1,0,99.4,509,Absent,Absent,17.4
Amritsar,City Ring Road,Fog/Low Visibility,Property Damage Only,2023,6,15,4,5,0,53.3,169,Non-Functional,Absent,6.4
Nashik,National Highway,Poor Road Condition,Grievous Injury,2023,9,22,1,5,0,58.8,358,Functional,Absent,22.1
Mysuru,Hill Road,Fog/Low Visibility,Minor Injury,2018,6,19,2,0,0,53.8,87,Non-Functional,Present,28.3
Agra,Hill Road,Pothole,Minor Injury,2021,9,5,3,0,0,20.6,345,Non-Functional,Absent,18.3
Kanpur,Coastal Road,Overloaded Vehicle,Property Damage Only,2020,2,19,2,5,0,57.8,938,Functional,Absent,21.0
Nashik,Expressway,Animal on Road,Minor Injury,2021,6,12,4,2,0,63.6,630,Non-Functional,Absent,39.7
Chennai,Expressway,Animal on Road,Grievous Injury,2020,2,11,4,4,0,26.6,732,Functional,Absent,24.2
Surat,Industrial Zone,Signal Jumping,Grievous Injury,2022,7,6,1,4,0,23.3,499,Absent,Present,21.8
Lucknow,National Highway,Animal on Road,Grievous Injury,2024,12,3,4,3,0,36.8,492,Functional,Present,10.3
Chandigarh,Coastal Road,Mobile Phone Use,Property Damage Only,2019,7,12,3,1,0,47.7,401,Absent,Absent,5.4
Hyderabad,Industrial Zone,Driver Fatigue,Grievous Injury,2018,2,15,2,2,0,81.7,49,Absent,Present,5.8
Chennai,National Highway,Overloaded Vehicle,Minor Injury,2022,10,5,2,2,0,65.1,142,Absent,Absent,28.9
Jodhpur,Industrial Zone,Wrong-Side Driving,Grievous Injury,2018,9,14,1,0,0,72.5,130,Non-Functional,Absent,36.8
Indore,Urban Arterial,Drunk Driving,Property Damage Only,2019,12,11,2,1,0,22.7,204,Functional,Absent,17.5
Jaipur,City Ring Road,Animal on Road,Minor Injury,2021,10,16,1,1,0,74.0,693,Functional,Absent,25.5
Ahmedabad,City Ring Road,Over-speeding,Minor Injury,2024,5,14,4,0,0,72.3,762,Functional,Present,22.6
Mumbai,Expressway,Mobile Phone Use,Grievous Injury,2020,3,23,2,2,0,76.5,728,Functional,Absent,19.0
Rajkot,Coastal Road,Poor Road Condition,Minor Injury,2019,1,12,2,3,0,28.7,156,Non-Functional,Absent,16.9
Ghaziabad,Urban Arterial,Signal Jumping,Minor Injury,2023,3,5,1,6,0,53.0,107,Absent,Absent,27.5
Raipur,Industrial Zone,Signal Jumping,Minor Injury,2019,10,21,4,6,0,28.0,394,Non-Functional,Absent,23.0
Rajkot,City Ring Road,Wrong-Side Driving,Grievous Injury,2018,2,20,2,2,0,14.1,175,Functional,Absent,26.8
Mumbai,National Highway,Fog/Low Visibility,Minor Injury,2018,9,11,3,4,0,63.6,804,Non-Functional,Present,29.8
Patna,Hill Road,Fog/Low Visibility,Fatal,2024,11,2,3,1,0,104.4,408,Functional,Present,13.6
Kolkata,Coastal Road,Rain/Wet Road,Grievous Injury,2018,12,11,2,6,0,95.9,885,Non-Functional,Absent,27.4
Mumbai,Village Road,Pothole,Minor Injury,2019,12,13,3,4,0,84.2,423,Absent,Absent,17.8
Jaipur,National Highway,Mobile Phone Use,Minor Injury,2019,10,9,1,1,0,53.1,717,Absent,Present,35.4
Nashik,Urban Arterial,Over-speeding,Minor Injury,2023,4,12,4,5,0,26.0,620,Functional,Present,13.0
Allahabad,Industrial Zone,Driver Fatigue,Minor Injury,2023,6,15,1,1,0,10.0,484,Functional,Present,19.9
Raipur,Coastal Road,Overloaded Vehicle,Fatal,2022,7,5,3,4,1,86.6,282,Absent,Present,22.2
Surat,Urban Arterial,Over-speeding,Grievous Injury,2021,8,22,3,3,0,45.8,357,Functional,Absent,21.3
Lucknow,State Highway,Fog/Low Visibility,Minor Injury,2019,12,15,2,1,0,55.2,393,Non-Functional,Present,17.6
Kochi,State Highway,Signal Jumping,Grievous Injury,2024,8,1,4,3,0,45.8,581,Functional,Absent,14.5
Visakhapatnam,City Ring Road,Signal Jumping,Minor Injury,2019,7,20,3,1,0,35.4,306,Non-Functional,Present,14.7
Lucknow,City Ring Road,Fog/Low Visibility,Grievous Injury,2024,7,1,4,5,0,35.9,361,Non-Functional,Absent,11.7
Varanasi,Industrial Zone,Tyre Burst,Fatal,2020,11,20,4,6,3,58.4,414,Non-Functional,Present,22.1
Guwahati,State Highway,Over-speeding,Fatal,2024,3,18,1,0,3,59.6,876,Non-Functional,Present,19.9
Mumbai,Urban Arterial,Over-speeding,Grievous Injury,2022,3,1,3,5,0,49.2,770,Functional,Absent,4.0
Kolkata,City Ring Road,Mobile Phone Use,Fatal,2018,7,18,3,2,2,71.9,287,Functional,Absent,30.3
Mysuru,Hill Road,Pothole,Property Damage Only,2022,2,12,4,0,0,48.8,973,Functional,Present,19.0
Varanasi,Expressway,Tyre Burst,Minor Injury,2022,1,23,3,5,0,34.2,71,Functional,Absent,14.8
Kanpur,City Ring Road,Pothole,Minor Injury,2021,8,11,3,4,0,60.3,268,Functional,Absent,11.8
Chandigarh,State Highway,Rain/Wet Road,Minor Injury,2021,8,19,4,3,0,36.6,406,Functional,Absent,24.1
Varanasi,Urban Arterial,Mobile Phone Use,Grievous Injury,2023,3,18,3,3,0,55.7,633,Non-Functional,Present,15.9
Mumbai,Urban Arterial,Mobile Phone Use,Property Damage Only,2022,11,5,1,0,0,65.2,611,Absent,Absent,20.3
Pune,City Ring Road,Driver Fatigue,Minor Injury,2023,8,8,2,2,0,30.7,573,Functional,Present,15.8
Kanpur,State Highway,Overloaded Vehicle,Fatal,2020,9,8,2,2,0,48.3,519,Non-Functional,Absent,23.4
Faridabad,City Ring Road,Brake Failure,Property Damage Only,2019,8,17,1,4,0,63.1,866,Non-Functional,Absent,17.3
Jaipur,Urban Arterial,Signal Jumping,Property Damage Only,2022,7,3,2,0,0,52.3,933,Absent,Absent,22.1
Meerut,State Highway,Wrong-Side Driving,Fatal,2018,4,13,4,4,2,52.5,537,Functional,Absent,9.1
Jaipur,City Ring Road,Overloaded Vehicle,Property Damage Only,2024,11,18,4,0,0,46.7,954,Non-Functional,Absent,13.1
Indore,Industrial Zone,Rain/Wet Road,Property Damage Only,2019,12,14,2,5,0,34.5,159,Functional,Absent,15.5
Ranchi,National Highway,Overloaded Vehicle,Grievous Injury,2019,4,2,3,5,0,62.3,593,Non-Functional,Absent,11.4
Visakhapatnam,Village Road,Fog/Low Visibility,Grievous Injury,2019,11,14,3,5,0,56.0,588,Absent,Absent,27.4
Bhopal,Hill Road,Pothole,Grievous Injury,2024,5,17,2,2,0,84.4,960,Non-Functional,Present,31.2
Lucknow,Expressway,Over-speeding,Minor Injury,2018,3,6,2,1,0,77.4,228,Functional,Absent,4.0
Patna,City Ring Road,Fog/Low Visibility,Minor Injury,2018,7,2,1,6,0,73.6,399,Non-Functional,Present,11.5
Ghaziabad,National Highway,Wrong-Side Driving,Grievous Injury,2018,4,16,1,2,0,39.0,536,Functional,Present,23.1
Delhi,Hill Road,Tyre Burst,Fatal,2024,5,17,1,4,0,47.8,20,Non-Functional,Absent,22.3
Mumbai,City Ring Road,Pothole,Minor Injury,2019,6,14,1,6,0,47.4,173,Functional,Absent,22.7
Allahabad,Village Road,Fog/Low Visibility,Grievous Injury,2022,2,21,4,5,0,20.6,543,Absent,Absent,18.5
Jodhpur,Hill Road,Mobile Phone Use,Property Damage Only,2023,3,13,1,0,0,54.6,514,Functional,Absent,9.1
Visakhapatnam,State Highway,Fog/Low Visibility,Minor Injury,2021,2,15,3,4,0,29.2,363,Functional,Present,12.5
Bhopal,Hill Road,Brake Failure,Minor Injury,2020,2,20,1,4,0,47.6,586,Functional,Absent,27.9
Bhopal,National Highway,Over-speeding,Minor Injury,2022,8,22,4,1,0,34.8,194,Absent,Present,18.4
Pune,Village Road,Pedestrian Jaywalking,Property Damage Only,2021,12,13,2,1,0,67.0,285,Absent,Absent,19.9
Mumbai,Coastal Road,Overloaded Vehicle,Property Damage Only,2020,7,11,2,1,0,68.3,753,Absent,Present,21.7
Chennai,Village Road,Pedestrian Jaywalking,Grievous Injury,2024,6,1,2,3,0,68.9,865,Functional,Absent,20.4
Visakhapatnam,Urban Arterial,Signal Jumping,Minor Injury,2018,11,19,1,3,0,56.6,391,Non-Functional,Absent,7.0
Ahmedabad,Industrial Zone,Pothole,Minor Injury,2021,4,17,3,6,0,40.2,118,Absent,Absent,4.0
Lucknow,State Highway,Poor Road Condition,Minor Injury,2019,9,4,1,5,0,19.6,870,Non-Functional,Absent,24.6
Ahmedabad,State Highway,Brake Failure,Minor Injury,2021,8,23,4,0,0,69.4,361,Non-Functional,Absent,14.9
Raipur,Expressway,Signal Jumping,Grievous Injury,2019,4,18,2,4,0,22.9,39,Non-Functional,Absent,22.3
Kochi,Hill Road,Rain/Wet Road,Grievous Injury,2018,5,10,3,5,0,41.6,596,Non-Functional,Absent,30.9
Surat,Village Road,Poor Road Condition,Grievous Injury,2019,8,20,3,1,0,92.4,571,Non-Functional,Absent,9.8
Delhi,City Ring Road,Driver Fatigue,Grievous Injury,2019,11,7,1,1,0,51.3,568,Non-Functional,Present,11.9
Jaipur,State Highway,Pedestrian Jaywalking,Grievous Injury,2021,4,3,3,6,0,39.2,143,Absent,Present,19.0
Amritsar,Village Road,Overloaded Vehicle,Minor Injury,2023,4,7,4,1,0,60.1,300,Functional,Absent,4.0
Faridabad,Industrial Zone,Drunk Driving,Fatal,2018,12,20,3,1,2,51.2,975,Functional,Present,12.8
Ranchi,Expressway,Poor Road Condition,Grievous Injury,2020,7,11,1,0,0,53.4,881,Functional,Absent,17.9
Indore,Coastal Road,Mobile Phone Use,Grievous Injury,2023,11,6,4,3,0,61.6,856,Absent,Present,16.8
Visakhapatnam,Urban Arterial,Pothole,Grievous Injury,2019,12,8,3,3,0,44.1,565,Absent,Absent,17.9
Nashik,Expressway,Poor Road Condition,Property Damage Only,2023,4,8,2,4,0,63.9,474,Non-Functional,Absent,19.1
Surat,State Highway,Animal on Road,Fatal,2022,5,17,2,4,1,96.4,451,Functional,Present,10.1
Varanasi,National Highway,Driver Fatigue,Grievous Injury,2023,5,19,2,6,0,66.1,323,Functional,Present,21.4
Patna,Village Road,Driver Fatigue,Minor Injury,2018,2,16,3,5,0,50.9,184,Absent,Absent,17.8
Chandigarh,Industrial Zone,Brake Failure,Grievous Injury,2021,11,11,4,1,0,59.2,834,Functional,Absent,29.4
Pune,Expressway,Over-speeding,Fatal,2022,4,23,4,2,3,48.1,284,Functional,Absent,25.7
Bengaluru,Expressway,Over-speeding,Property Damage Only,2018,3,2,1,5,0,48.0,397,Non-Functional,Absent,9.5
Chandigarh,State Highway,Overloaded Vehicle,Minor Injury,2020,5,4,2,6,0,92.4,319,Absent,Present,18.0
Amritsar,Urban Arterial,Wrong-Side Driving,Minor Injury,2019,7,2,3,4,0,52.9,764,Non-Functional,Present,17.1
Indore,Urban Arterial,Drunk Driving,Fatal,2022,8,6,3,1,2,16.2,305,Absent,Absent,24.1
Faridabad,Hill Road,Tyre Burst,Minor Injury,2023,2,22,4,2,0,57.5,60,Functional,Present,15.4
Varanasi,Expressway,Poor Road Condition,Property Damage Only,2021,11,3,4,1,0,60.4,524,Functional,Absent,6.1
Visakhapatnam,Expressway,Signal Jumping,Fatal,2021,1,23,1,6,2,37.0,97,Absent,Absent,25.1
Mumbai,State Highway,Pothole,Property Damage Only,2021,11,9,1,5,0,27.4,244,Functional,Absent,9.3
Bengaluru,Industrial Zone,Pothole,Minor Injury,2018,5,14,3,0,0,41.4,125,Absent,Absent,24.2
Mysuru,State Highway,Poor Road Condition,Property Damage Only,2021,5,7,4,1,0,34.6,210,Non-Functional,Absent,15.8
Hyderabad,Expressway,Over-speeding,Minor Injury,2021,5,11,3,0,0,87.3,704,Functional,Present,14.3
Meerut,Industrial Zone,Animal on Road,Property Damage Only,2020,8,5,1,6,0,44.5,865,Absent,Present,20.5
Mysuru,Industrial Zone,Wrong-Side Driving,Property Damage Only,2019,9,6,2,6,0,28.4,845,Non-Functional,Absent,18.7
Allahabad,Urban Arterial,Pothole,Fatal,2024,10,2,3,4,3,62.2,138,Functional,Absent,7.6
Kanpur,Urban Arterial,Brake Failure,Property Damage Only,2020,10,4,2,4,0,27.8,480,Functional,Absent,26.3
Lucknow,Hill Road,Fog/Low Visibility,Property Damage Only,2019,4,15,1,1,0,59.3,679,Functional,Absent,17.5
Visakhapatnam,City Ring Road,Animal on Road,Minor Injury,2020,8,17,2,6,0,49.8,385,Non-Functional,Present,20.8
Chennai,Coastal Road,Poor Road Condition,Minor Injury,2023,11,9,4,5,0,13.8,851,Functional,Absent,4.0
Visakhapatnam,National Highway,Poor Road Condition,Property Damage Only,2021,3,16,3,4,0,58.9,57,Functional,Absent,16.4
Ranchi,Coastal Road,Driver Fatigue,Minor Injury,2024,8,0,3,4,0,62.6,84,Functional,Absent,22.3
Lucknow,Expressway,Fog/Low Visibility,Fatal,2018,3,4,4,3,0,78.0,730,Functional,Present,21.1
Nashik,State Highway,Over-speeding,Minor Injury,2022,6,19,1,6,0,49.6,697,Functional,Present,18.7
Nagpur,Village Road,Wrong-Side Driving,Property Damage Only,2021,5,21,3,0,0,40.1,553,Absent,Absent,6.5
Bhopal,Village Road,Brake Failure,Grievous Injury,2023,3,2,1,0,0,39.1,854,Functional,Absent,24.0
Nashik,City Ring Road,Rain/Wet Road,Grievous Injury,2018,6,23,3,3,0,38.9,927,Non-Functional,Present,19.8
Agra,Hill Road,Signal Jumping,Minor Injury,2022,1,13,1,0,0,50.3,977,Functional,Present,14.8
Hyderabad,Industrial Zone,Mobile Phone Use,Property Damage Only,2023,6,21,1,1,0,45.5,23,Functional,Present,14.2
Varanasi,National Highway,Drunk Driving,Property Damage Only,2018,9,17,1,5,0,44.4,730,Absent,Present,17.8
Bhopal,State Highway,Overloaded Vehicle,Minor Injury,2020,2,22,4,5,0,21.0,403,Absent,Present,23.8
Delhi,Coastal Road,Overloaded Vehicle,Property Damage Only,2019,12,6,1,1,0,40.4,597,Absent,Present,23.0
Delhi,Urban Arterial,Pedestrian Jaywalking,Property Damage Only,2018,9,18,4,5,0,42.4,550,Functional,Absent,16.1
Chennai,Urban Arterial,Tyre Burst,Fatal,2023,10,19,3,3,3,48.1,435,Functional,Absent,18.2
Rajkot,Coastal Road,Rain/Wet Road,Grievous Injury,2023,2,23,2,1,0,37.8,827,Functional,Absent,4.0
Agra,Hill Road,Fog/Low Visibility,Grievous Injury,2020,2,16,4,6,0,61.4,933,Absent,Absent,10.8
Rajkot,Industrial Zone,Pedestrian Jaywalking,Grievous Injury,2024,9,18,1,0,0,51.2,786,Non-Functional,Present,32.5
Nashik,City Ring Road,Driver Fatigue,Property Damage Only,2019,4,1,1,3,0,61.8,427,Absent,Absent,10.8
Ranchi,Expressway,Driver Fatigue,Grievous Injury,2023,11,17,1,0,0,56.4,984,Functional,Absent,34.6
Jaipur,Expressway,Fog/Low Visibility,Grievous Injury,2020,10,10,4,1,0,33.0,718,Functional,Present,7.7
Kolkata,City Ring Road,Drunk Driving,Minor Injury,2020,12,13,3,1,0,29.3,144,Absent,Absent,22.8
Varanasi,Village Road,Wrong-Side Driving,Grievous Injury,2018,11,20,1,2,0,84.3,262,Functional,Present,19.1
Varanasi,Village Road,Brake Failure,Property Damage Only,2018,3,10,3,0,0,52.7,868,Non-Functional,Absent,4.0
Pune,Expressway,Wrong-Side Driving,Minor Injury,2018,12,13,2,3,0,65.1,996,Non-Functional,Absent,16.0
Bengaluru,Village Road,Signal Jumping,Minor Injury,2022,10,15,2,1,0,38.4,942,Absent,Present,9.4
Kolkata,Coastal Road,Tyre Burst,Fatal,2019,6,3,3,3,1,53.0,73,Absent,Present,14.0
Chandigarh,Urban Arterial,Animal on Road,Minor Injury,2022,2,7,4,0,0,64.8,272,Non-Functional,Present,4.0
Nagpur,Expressway,Signal Jumping,Grievous Injury,2019,11,17,3,6,0,56.4,286,Functional,Present,18.4
Ghaziabad,City Ring Road,Driver Fatigue,Grievous Injury,2019,10,13,4,0,0,20.8,939,Functional,Absent,25.0
Pune,State Highway,Over-speeding,Grievous Injury,2022,2,18,3,1,0,37.3,32,Functional,Absent,17.2
Chennai,City Ring Road,Over-speeding,Minor Injury,2024,6,4,4,2,0,48.2,821,Absent,Absent,23.9
Ghaziabad,City Ring Road,Poor Road Condition,Grievous Injury,2018,7,20,1,5,0,82.4,226,Functional,Present,8.9
Varanasi,Coastal Road,Pedestrian Jaywalking,Minor Injury,2022,6,9,2,4,0,39.9,347,Absent,Absent,21.4
Ranchi,National Highway,Overloaded Vehicle,Property Damage Only,2018,3,12,4,1,0,39.7,601,Absent,Present,20.6
Ranchi,Expressway,Drunk Driving,Minor Injury,2023,7,10,3,2,0,46.7,152,Non-Functional,Absent,31.4
Visakhapatnam,National Highway,Signal Jumping,Fatal,2019,11,17,1,6,2,28.6,255,Non-Functional,Absent,15.2
Coimbatore,Expressway,Animal on Road,Grievous Injury,2018,8,8,1,3,0,36.9,102,Functional,Absent,18.7
Jodhpur,Expressway,Driver Fatigue,Grievous Injury,2019,7,22,3,5,0,79.4,248,Absent,Absent,25.7
Kanpur,National Highway,Over-speeding,Minor Injury,2021,3,22,1,1,0,90.0,752,Non-Functional,Absent,14.6
Ahmedabad,State Highway,Brake Failure,Minor Injury,2024,8,23,4,5,0,73.2,67,Absent,Absent,21.2
Bengaluru,Hill Road,Fog/Low Visibility,Grievous Injury,2021,2,16,1,3,0,71.7,25,Functional,Absent,11.7
Ghaziabad,Industrial Zone,Poor Road Condition,Grievous Injury,2018,11,12,2,5,0,44.8,978,Functional,Absent,24.7
Nagpur,Hill Road,Animal on Road,Property Damage Only,2019,8,13,4,4,0,54.1,449,Absent,Absent,19.9
Rajkot,National Highway,Pedestrian Jaywalking,Property Damage Only,2018,5,13,4,3,0,63.3,863,Functional,Absent,22.1
Allahabad,Coastal Road,Pothole,Property Damage Only,2019,1,20,4,4,0,20.3,751,Functional,Absent,14.8
Hyderabad,Urban Arterial,Fog/Low Visibility,Property Damage Only,2024,2,21,2,3,0,36.1,727,Functional,Present,11.9
Surat,Urban Arterial,Driver Fatigue,Minor Injury,2018,7,17,4,2,0,65.0,257,Functional,Present,27.5
Visakhapatnam,Industrial Zone,Driver Fatigue,Fatal,2024,4,15,2,0,0,42.6,423,Functional,Present,25.8
Jaipur,Urban Arterial,Over-speeding,Minor Injury,2020,6,4,3,6,0,28.4,617,Non-Functional,Absent,15.2
Indore,State Highway,Tyre Burst,Minor Injury,2020,10,7,3,2,0,72.6,331,Functional,Present,31.5
Patna,Village Road,Rain/Wet Road,Minor Injury,2022,3,20,4,1,0,33.5,992,Functional,Absent,11.5
Delhi,City Ring Road,Driver Fatigue,Fatal,2023,7,20,1,6,1,56.3,204,Functional,Absent,35.0
Chennai,Coastal Road,Driver Fatigue,Fatal,2023,5,19,2,6,1,61.6,862,Functional,Absent,10.3
Visakhapatnam,Hill Road,Drunk Driving,Fatal,2023,8,19,2,3,2,35.6,395,Absent,Present,38.1
Ranchi,Expressway,Pothole,Property Damage Only,2021,2,18,2,5,0,44.2,921,Functional,Present,7.0
Jaipur,Hill Road,Tyre Burst,Property Damage Only,2019,5,20,1,2,0,34.5,126,Functional,Absent,19.2
Indore,Coastal Road,Driver Fatigue,Grievous Injury,2019,11,20,3,0,0,98.2,602,Functional,Absent,21.1
Raipur,Village Road,Poor Road Condition,Minor Injury,2024,1,1,3,6,0,51.5,61,Functional,Present,26.9
Raipur,National Highway,Rain/Wet Road,Minor Injury,2019,11,16,3,5,0,42.8,986,Absent,Present,18.8
Hyderabad,National Highway,Over-speeding,Property Damage Only,2018,12,4,4,0,0,33.0,904,Absent,Absent,4.0
Ghaziabad,Village Road,Drunk Driving,Minor Injury,2019,2,15,2,5,0,40.2,217,Functional,Absent,33.0
Kochi,Urban Arterial,Over-speeding,Minor Injury,2019,5,10,4,2,0,10.0,877,Non-Functional,Present,40.2
Bhopal,Industrial Zone,Brake Failure,Property Damage Only,2018,12,12,1,3,0,73.4,195,Functional,Absent,5.6
Bengaluru,National Highway,Signal Jumping,Fatal,2020,1,17,1,0,1,59.4,361,Non-Functional,Absent,19.4
Ranchi,Expressway,Pedestrian Jaywalking,Grievous Injury,2020,1,22,2,1,0,46.6,150,Non-Functional,Absent,10.8
Nagpur,Industrial Zone,Signal Jumping,Minor Injury,2022,6,16,2,5,0,66.2,43,Non-Functional,Absent,32.7
Surat,State Highway,Signal Jumping,Property Damage Only,2023,11,1,3,3,0,68.3,272,Functional,Present,15.8
Patna,Urban Arterial,Over-speeding,Minor Injury,2019,2,20,3,0,0,45.0,813,Functional,Absent,13.8
Hyderabad,Hill Road,Drunk Driving,Grievous Injury,2021,7,10,1,2,0,40.2,759,Functional,Present,20.9
Visakhapatnam,City Ring Road,Pothole,Property Damage Only,2020,9,21,2,5,0,26.4,384,Functional,Present,4.0
Agra,Coastal Road,Rain/Wet Road,Grievous Injury,2021,9,23,4,2,0,74.2,827,Non-Functional,Absent,26.8
Indore,City Ring Road,Animal on Road,Grievous Injury,2022,3,21,1,5,0,103.9,185,Functional,Absent,21.7
Faridabad,Hill Road,Rain/Wet Road,Minor Injury,2022,4,20,1,3,0,66.1,240,Functional,Present,16.2
Rajkot,Coastal Road,Brake Failure,Grievous Injury,2020,3,1,1,0,0,52.1,122,Functional,Absent,29.9
Hyderabad,Village Road,Mobile Phone Use,Grievous Injury,2018,3,8,3,0,0,32.4,178,Functional,Present,13.9
Bhopal,State Highway,Brake Failure,Property Damage Only,2019,7,22,4,5,0,69.2,532,Functional,Absent,19.7
Lucknow,Village Road,Overloaded Vehicle,Grievous Injury,2021,5,8,2,1,0,10.0,686,Functional,Present,23.3
Chennai,State Highway,Over-speeding,Property Damage Only,2020,5,17,4,0,0,41.8,428,Non-Functional,Present,20.9
Nashik,Urban Arterial,Tyre Burst,Fatal,2021,9,12,1,6,2,32.2,168,Absent,Present,4.0
Kochi,Expressway,Over-speeding,Minor Injury,2023,8,14,4,1,0,45.6,887,Functional,Absent,22.2
Bengaluru,Hill Road,Drunk Driving,Grievous Injury,2019,12,16,3,4,0,74.5,944,Functional,Present,10.2
Nashik,Industrial Zone,Overloaded Vehicle,Grievous Injury,2022,1,3,2,3,0,73.7,139,Functional,Absent,17.2
Chennai,Expressway,Fog/Low Visibility,Minor Injury,2024,6,13,3,3,0,68.8,728,Functional,Present,12.4
Patna,Urban Arterial,Animal on Road,Fatal,2024,3,9,1,6,3,52.7,278,Non-Functional,Present,16.8
Mysuru,Urban Arterial,Signal Jumping,Grievous Injury,2022,12,11,2,3,0,77.4,919,Absent,Present,21.6
Lucknow,Industrial Zone,Wrong-Side Driving,Minor Injury,2020,2,5,1,2,0,73.6,427,Non-Functional,Present,21.0
Nagpur,Hill Road,Brake Failure,Minor Injury,2024,7,20,3,2,0,73.2,533,Non-Functional,Present,22.6
Jodhpur,City Ring Road,Signal Jumping,Property Damage Only,2024,12,4,1,3,0,25.2,264,Functional,Present,15.3
Ranchi,National Highway,Mobile Phone Use,Minor Injury,2018,6,7,3,3,0,65.1,258,Non-Functional,Present,17.4
